prefecture,prefecture_code,fiscal_year,as_of_date,period_type,scope,data_status,source_framework,fund_balance_million_yen,average_fund_balance_million_yen,cash_deposit_million_yen,securities_million_yen,government_bonds_million_yen,local_bonds_million_yen,securities_ratio_pct,government_bond_ratio_pct,cash_deposit_ratio_pct,investment_income_million_yen,fund_investment_income_million_yen,investment_yield_pct,bond_yield_pct,deposit_yield_pct,average_maturity_years,duration_years,source_document,source_url,comparison_level,comparison_notes,notes
千葉県,120006,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,404860.445,,404760.445,100.0,,0.0,0.0246998691116885,,99.97530013088831,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
東京都,130001,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,2593793.379,,2383898.277,104115.157,,0.0,4.01401121010418,,91.90779405563435,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
神奈川県,140007,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,376589.483,,359370.19,17002.196,,17002.196,4.514782479998253,,95.4275693354931,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
新潟県,150002,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,132596.931,,129056.396,3461.402,,0.0,2.610469166891954,,97.32985147295751,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
富山県,160008,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,61415.984,,46833.613,14484.314,,560.0,23.583948439220645,,76.25639117009018,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
石川県,170003,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,143259.534,,142592.217,10.029,,0.0,0.0070005811969205,,99.53419016426508,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
福井県,180009,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,47234.047,,46334.047,900.0,,0.0,1.9054052260226613,,98.09459477397732,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
山梨県,190004,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,96308.546,,87006.03,9302.516,,800.0,9.659076360679352,,90.34092363932064,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
長野県,200000,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,143933.451,,137652.021,6238.774,,4328.762,4.334485108677065,,95.63587897298454,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
岐阜県,210005,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,109598.169,,68107.832,41490.337,,29991.255,37.85677934090304,,62.14322065909696,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
静岡県,220001,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,138766.81,,110715.978,28050.832,,17462.881,20.214366821576427,,79.78563317842358,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
愛知県,230006,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,362174.752,,357725.591,4196.504,,4196.504,1.1586958993762215,,98.771543025727,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
三重県,240001,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,107532.002,,105416.415,2115.587,,2115.587,1.9674022250604055,,98.0325977749396,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
滋賀県,250007,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,92388.084,,89942.781,2276.591,,0.0,2.4641608543370155,,97.35322685120302,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
京都府,260002,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,27312.408,,25312.696,1999.712,,1200.0,7.321624662314652,,92.67837533768537,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
大阪府,270008,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,461714.712,,453957.238,5904.284,,2212.473,1.2787732005386043,,98.31985557349968,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
兵庫県,280003,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,131909.391,,124041.494,5638.0,,0.0,4.274146031043385,,94.03537766314152,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
奈良県,290009,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,187961.238,,153677.958,34200.0,,0.0,18.195240871950418,,81.76045212045263,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
和歌山県,300004,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,81509.951,,81509.951,0.0,,0.0,0.0,,100.0,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
鳥取県,310000,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,63541.566,,55084.168,8457.398,,8457.398,13.31002449640602,,86.68997550359397,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
島根県,320005,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,52691.446,,25428.032,27263.414,,3070.734,51.74163183906549,,48.25836816093451,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
岡山県,330001,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,106200.709,,93120.403,13080.306,,8564.638,12.316590089808155,,87.68340991019184,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
広島県,340006,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,161571.735,,160557.972,0.0,,0.0,0.0,,99.37256166742284,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
山口県,350001,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,74082.008,,74059.339,0.0,,0.0,0.0,,99.96940012749114,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
徳島県,360007,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,91128.578,,90376.601,706.514,,0.0,0.7752935637819347,,99.17481758576328,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
香川県,370002,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,79579.205,,79579.205,0.0,,0.0,0.0,,100.0,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
愛媛県,380008,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,129188.657,,127648.343,1540.314,,0.0,1.192298175218278,,98.80770182478172,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
高知県,390003,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,54292.15,,52793.355,1243.334,,0.0,2.290080610180293,,97.23938911978988,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
福岡県,400009,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,190048.194,,171481.082,18491.986,,3442.064,9.73015613081806,,90.23031389606363,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
佐賀県,410004,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,75455.768,,75404.032,0.0,,0.0,0.0,,99.9314353277804,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
長崎県,420000,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,100462.383,,53238.439,47223.944,,19360.28,47.00659350276412,,52.99340649723588,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
熊本県,430005,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,98950.021,,56550.731,42350.303,,22793.095,42.79969076509848,,57.1508024237812,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
大分県,440001,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,84038.129,,42145.232,41615.833,,0.0,49.52018029815966,,50.15013125768186,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
宮崎県,450006,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,142171.009,,123158.019,18875.165,,900.0,13.27638112211752,,86.62667576622461,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
鹿児島県,460001,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,106871.884,,94416.904,12422.422,,11338.605,11.623657724607906,,88.34587776145126,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
沖縄県,470007,2023,2024-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,160575.286,,151308.036,9267.25,,5558.717,5.771280394917061,,94.22871960508292,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040231750,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
北海道,10006,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,154493.159,,148003.159,6490.0,,0.0,4.200833255018107,,95.79916674498187,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
青森県,20001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,162177.973,,158836.387,3245.0,,3245.0,2.0008882463958284,,97.93955619361452,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
岩手県,30007,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,113670.327,,0.0,15012.076,,4140.0,13.206679699267513,,0.0,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
宮城県,40002,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,180804.616,,162639.322,18165.294,,974.958,10.046919377323862,,89.95308062267613,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
秋田県,50008,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,74436.862,,67528.977,6650.0,,650.0,8.933745756235668,,90.71980627017837,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
山形県,60003,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,58753.508,,56522.6,2204.756,,0.0,3.7525521029314537,,96.20293651231854,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
福島県,70009,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,506894.144,,424285.198,82483.065,,4899.223,16.272246577778578,,83.70291963759597,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
茨城県,80004,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,232513.124,,232320.129,0.0,,0.0,0.0,,99.91699608319745,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
栃木県,90000,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,114068.361,,102238.231,11536.689,,6390.0,10.113837788902744,,89.62891208720005,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
群馬県,100005,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,123062.568,,120995.401,1996.961,,1696.961,1.622720078456351,,98.32023089263016,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
埼玉県,110001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,299195.853,,111034.465,188161.388,,184919.858,62.889036099039785,,37.110963900960215,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
千葉県,120006,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,434114.127,,434014.127,100.0,,0.0,0.0230354171358261,,99.97696458286416,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
東京都,130001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,2528117.913,,2176492.768,245686.957,,0.0,9.718176345202773,,86.0914262269222,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
神奈川県,140007,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,399360.685,,381752.702,17395.809,,17395.809,4.3559142533021245,,95.59095733221712,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
新潟県,150002,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,135045.321,,132005.087,2961.403,,420.0,2.1928956724091164,,97.74873059096952,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
富山県,160008,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,63471.192,,57982.578,5365.132,,560.0,8.452861575374225,,91.35259032160606,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
石川県,170003,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,267675.274,,267005.94,10.029,,0.0,0.0037467039260413,,99.74994552541304,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
福井県,180009,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,43509.865,,42609.865,900.0,,0.0,2.0684964202945704,,97.93150357970542,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
山梨県,190004,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,100686.08,,67384.011,33302.069,,1800.0,33.075147031248015,,66.92485296875198,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
長野県,200000,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,146559.31,,140086.015,6419.927,,4119.927,4.38042932925926,,95.58315674384656,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
岐阜県,210005,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,104932.751,,87936.037,16996.714,,11863.026,16.197720766893838,,83.80227923310616,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
静岡県,220001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,134484.874,,103835.74,30649.134,,19396.22,22.790023211086176,,77.20997678891382,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
愛知県,230006,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,508506.815,,504031.713,4196.504,,4196.504,0.8252601295028857,,99.1199524041777,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
