prefecture,fiscal_year,variable_name,variable_label_ja,public_status,search_status,comparison_impact,source_url,notes
埼玉県,2026,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.saitama.lg.jp/a1201/koukinkanri.html,R7詳細実績あり。R8年度途中の基金全体数値は本調査では未確認。
埼玉県,2026,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.saitama.lg.jp/a1201/koukinkanri.html,R7詳細実績あり。R8年度途中の基金全体数値は本調査では未確認。
埼玉県,2026,risk_policy,リスク管理方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.saitama.lg.jp/a1201/koukinkanri.html,R7詳細実績あり。R8年度途中の基金全体数値は本調査では未確認。
千葉県,2025,fund_balance,基金残高/平均基金残高,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,securities_balance,有価証券・債券残高,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,government_bond_balance,国債残高,PARTIAL,NUMERIC_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,bond_breakdown,債券内訳,PARTIAL,NUMERIC_OFFICIAL,MEDIUM,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,yield,運用利回り,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,income,運用収入,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,maturity,年限・平均残存年数,NOT_COMPARABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,investment_policy,運用方針,NOT_COMPARABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2025,risk_policy,リスク管理方針,AVAILABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。
千葉県,2026,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,securities_balance,有価証券・債券残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,government_bond_balance,国債残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,bond_breakdown,債券内訳,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,yield,運用利回り,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
千葉県,2026,risk_policy,リスク管理方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。
東京都,2025,fund_balance,基金残高/平均基金残高,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,securities_balance,有価証券・債券残高,NOT_COMPARABLE,NUMERIC_OFFICIAL,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,government_bond_balance,国債残高,PARTIAL,NUMERIC_OFFICIAL,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,bond_breakdown,債券内訳,PARTIAL,NUMERIC_OFFICIAL,MEDIUM,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,yield,運用利回り,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,income,運用収入,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,maturity,年限・平均残存年数,NOT_COMPARABLE,NUMERIC_OFFICIAL,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,investment_policy,運用方針,AVAILABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2025,risk_policy,リスク管理方針,NOT_COMPARABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。
東京都,2026,fund_balance,基金残高/平均基金残高,AVAILABLE,NUMERIC_OFFICIAL_PLAN,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,securities_balance,有価証券・債券残高,AVAILABLE,NUMERIC_OFFICIAL_PLAN,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,government_bond_balance,国債残高,AVAILABLE,NUMERIC_OFFICIAL_PLAN,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,bond_breakdown,債券内訳,AVAILABLE,NUMERIC_OFFICIAL_PLAN,MEDIUM,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,yield,運用利回り,NOT_COMPARABLE,NUMERIC_OFFICIAL_PLAN,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,income,運用収入,NOT_COMPARABLE,NUMERIC_OFFICIAL_PLAN,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,maturity,年限・平均残存年数,PARTIAL,NUMERIC_OFFICIAL_PLAN,HIGH,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,maturity_structure,満期構成・ラダー,PARTIAL,NUMERIC_OFFICIAL_PLAN,MEDIUM,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,investment_policy,運用方針,AVAILABLE,NUMERIC_OFFICIAL_PLAN,MEDIUM,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
東京都,2026,risk_policy,リスク管理方針,AVAILABLE,NUMERIC_OFFICIAL_PLAN,MEDIUM,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。
神奈川県,2025,fund_balance,基金残高/平均基金残高,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,securities_balance,有価証券・債券残高,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,government_bond_balance,国債残高,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,bond_breakdown,債券内訳,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,yield,運用利回り,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,income,運用収入,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,maturity,年限・平均残存年数,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,maturity_structure,満期構成・ラダー,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,investment_policy,運用方針,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2025,risk_policy,リスク管理方針,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。
神奈川県,2026,fund_balance,基金残高/平均基金残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,securities_balance,有価証券・債券残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,government_bond_balance,国債残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,bond_breakdown,債券内訳,PARTIAL,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,yield,運用利回り,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,maturity,年限・平均残存年数,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,maturity_structure,満期構成・ラダー,PARTIAL,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
神奈川県,2026,risk_policy,リスク管理方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。
新潟県,2025,fund_balance,基金残高/平均基金残高,PARTIAL,NUMERIC_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,securities_balance,有価証券・債券残高,PARTIAL,NUMERIC_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,government_bond_balance,国債残高,PARTIAL,NUMERIC_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,bond_breakdown,債券内訳,PARTIAL,NUMERIC_OFFICIAL,MEDIUM,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,yield,運用利回り,PARTIAL,NUMERIC_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,income,運用収入,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,maturity,年限・平均残存年数,NOT_COMPARABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,investment_policy,運用方針,AVAILABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2025,risk_policy,リスク管理方針,NOT_COMPARABLE,NUMERIC_OFFICIAL,MEDIUM,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。
新潟県,2026,fund_balance,基金残高/平均基金残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,securities_balance,有価証券・債券残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,government_bond_balance,国債残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,bond_breakdown,債券内訳,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,yield,運用利回り,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
新潟県,2026,risk_policy,リスク管理方針,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,R7実績は公表済み。R8年度途中の統一数値は未確認。
富山県,2025,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,securities_balance,有価証券・債券残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,government_bond_balance,国債残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,bond_breakdown,債券内訳,PARTIAL,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,yield,運用利回り,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,maturity,年限・平均残存年数,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2025,risk_policy,リスク管理方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.toyama.jp/200/r7ikensho.html,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。
富山県,2026,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,securities_balance,有価証券・債券残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,government_bond_balance,国債残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,bond_breakdown,債券内訳,PARTIAL,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,yield,運用利回り,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
富山県,2026,risk_policy,リスク管理方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.toyama.jp/200/r7ikensho.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
石川県,2025,fund_balance,基金残高/平均基金残高,AVAILABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.ishikawa.lg.jp/zaisei/data/koukinunyou/h28kikinunyou.html,基金平均運用額、運用収入、平均利回りを比較可能。商品は譲渡性預金・大口定期・債券だが当該集計で債券残高を分離確認できず。
石川県,2025,securities_balance,有価証券・債券残高,PARTIAL,NUMERIC_OFFICIAL,HIGH,https://www.pref.ishikawa.lg.jp/zaisei/data/koukinunyou/h28kikinunyou.html,基金平均運用額、運用収入、平均利回りを比較可能。商品は譲渡性預金・大口定期・債券だが当該集計で債券残高を分離確認できず。
石川県,2025,government_bond_balance,国債残高,NOT_COMPARABLE,NUMERIC_OFFICIAL,HIGH,https://www.pref.ishikawa.lg.jp/zaisei/data/koukinunyou/h28kikinunyou.html,基金平均運用額、運用収入、平均利回りを比較可能。商品は譲渡性預金・大口定期・債券だが当該集計で債券残高を分離確認できず。
